CLIENTE_ID,CLIENTE,PRODUCTO,PRECIO,CANTIDAD,CIUDAD,VENDEDOR_ID,VENDEDOR,FECHA,ESTADO,VALOR_VENTA,COMISION,CATEGORIA
Cliente_1486,Alejandro Sánchez,Laptop,928401.22,3,Bogotá,Vendedor_099,Juan Arango,2022-09-12T03:38,En Proceso,2785203.66,159150.14,Tecnología
Cliente_1161,Juan Torres,Tablet,1381183.14,4,Bogotá,Vendedor_168,Alejandro Rojas,2024-06-03T01:46,Abierto,5524732.56,230313.5,Tecnología
Cliente_2698,Andrés Salazar,Balón,722360.33,2,Medellín,Vendedor_175,Viviana Moreno,2025-04-07T02:11,Cerrado,1444720.66,67741.96,Deportes
Cliente_0529,David Rojas,Juguete,295008.69,4,Pereira,Vendedor_053,Hugo López,2023-05-15T02:14,Cerrado,1180034.76,62095.63,Mascotas
Cliente_3823,Juan Henao,Lámpara,1449593.72,4,Cúcuta,Vendedor_002,Sebastián Cortés,2024-02-09T15:32,En Proceso,5798374.88,285947.55,Hogar
Cliente_0928,Luis Castro,Vitaminas,191834.73,5,Cali,Vendedor_162,Yolanda Salazar,2023-11-28T09:02,Cancelado,959173.65,68016.55,Salud
Cliente_4576,Lorena Arango,Leche,54020.42,1,Pereira,Vendedor_048,Verónica Quintero,2025-10-08T08:23,Abierto,54020.42,3913.76,Alimentos
Cliente_4919,Viviana Ortega,Chaqueta,635851.83,2,Barranquilla,Vendedor_200,Lorena Torres,2022-02-13T05:35,En Proceso,1271703.66,63768.21,Ropa
Cliente_2688,Ana Vargas,Aceite,176555.75,1,Bucaramanga,Vendedor_008,Lorena Ramírez,2022-02-27T10:30,Cerrado,176555.75,9249.64,Alimentos
Cliente_1561,Fernando Martínez,Zapatos,466155.33,3,Barranquilla,Vendedor_183,Ana Martínez,2022-11-01T04:47,Cancelado,1398465.99,108863.17,Ropa
Cliente_1694,Sofía Cortés,Pantalón,402712.15,4,Cúcuta,Vendedor_136,Daniela Rodríguez,2024-07-26T11:20,Cerrado,1610848.6,88845.35,Ropa
Cliente_2147,Camila Guerrero,Monitor,3690730.19,4,Cartagena,Vendedor_061,Mónica Arango,2025-03-10T17:52,Cerrado,14762920.76,1175890.3,Tecnología
Cliente_2397,Jorge Moreno,Maquillaje,514968.47,4,Cartagena,Vendedor_007,Viviana Torres,2022-05-07T15:18,Cerrado,2059873.88,140360.09,Belleza
Cliente_0379,Sara Ortega,Concentrado,285365.39,4,Cúcuta,Vendedor_170,Laura Rojas,2021-07-14T07:23,Cerrado,1141461.56,49324.39,Mascotas
Cliente_0988,Mónica Guerrero,Muñeco,414239.92,5,Pereira,Vendedor_024,Alejandro Méndez,2023-12-13T02:14,Cerrado,2071199.6,85860.82,Juguetes
Cliente_3947,Verónica Molina,Pesas,1052265.73,5,Medellín,Vendedor_020,Luis Ibarra,2023-11-23T12:18,Abierto,5261328.65,199684.39,Deportes
Cliente_0264,Valeria Martínez,Algodón,470880.35,3,Medellín,Vendedor_159,Sebastián Zapata,2022-10-25T14:15,Cerrado,1412641.05,99318.96,Salud
Cliente_2243,Mónica Naranjo,Algodón,459072.42,5,Barranquilla,Vendedor_136,Daniela Rodríguez,2021-11-22T19:40,Abierto,2295362.1,104078.84,Salud
Cliente_4376,Valeria Torres,Rompecabezas,348936.18,1,Bogotá,Vendedor_026,Noelia Molina,2025-02-11T13:47,Cerrado,348936.18,22258.51,Juguetes
Cliente_0437,Valeria Castaño,Bicicleta,884014.22,4,Pereira,Vendedor_069,Sebastián Rodríguez,2025-02-05T16:22,Cancelado,3536056.88,201579.31,Deportes
Cliente_4628,David Henao,Alcohol,71542.56,3,Bucaramanga,Vendedor_134,Fernando Molina,2024-08-14T15:11,Cerrado,214627.68,15302.92,Salud
Cliente_2365,Alejandro Rojas,Perfume,99174.86,5,Bogotá,Vendedor_132,Vanessa Ospina,2023-10-21T17:59,Abierto,495874.3,33491.78,Belleza
Cliente_2117,Verónica Rojas,Mouse,1252146.76,3,Bucaramanga,Vendedor_073,Mónica Guerrero,2022-04-08T04:50,Cerrado,3756440.28,124666.66,Tecnología
Cliente_3567,Sofía Ortega,Galletas,69729.1,1,Cúcuta,Vendedor_083,Viviana Ramírez,2022-12-14T14:09,Cerrado,69729.1,3271.79,Alimentos
Cliente_3887,Ana Henao,Manguera,493182.92,4,Santa Marta,Vendedor_016,Óscar Naranjo,2021-05-01T23:39,Cerrado,1972731.68,110482.71,Jardín
Cliente_2366,David Vargas,Cortinas,517106.44,5,Santa Marta,Vendedor_002,Sebastián Cortés,2022-03-18T16:33,Cerrado,2585532.2,181457.68,Hogar
Cliente_0416,Sara Gómez,Zapatos,478125.25,1,Santa Marta,Vendedor_194,Luis Salazar,2023-03-08T08:58,Cerrado,478125.25,31413.49,Ropa
Cliente_4844,Sergio Ortega,Arena,88871.59,1,Pereira,Vendedor_047,Fernando Gaviria,2023-02-12T08:11,Cerrado,88871.59,5107.47,Mascotas
Cliente_0045,Vanessa Ortega,Silla,1699661.12,4,Santa Marta,Vendedor_186,Sara Pérez,2021-05-23T02:31,Cerrado,6798644.48,478752.16,Hogar
Cliente_4359,Valeria Gómez,Zapatos,502995.07,3,Santa Marta,Vendedor_009,Sebastián Sánchez,2025-08-21T01:24,Abierto,1508985.21,78084.59,Ropa
Cliente_2171,Viviana Rojas,Leche,50399.52,3,Pereira,Vendedor_198,Sergio Vargas,2022-04-20T05:54,Cerrado,151198.56,4956.74,Alimentos
Cliente_2575,Noelia Castaño,Maquillaje,528406.72,1,Bucaramanga,Vendedor_086,Nicolás Moreno,2023-06-20T06:46,Cerrado,528406.72,38852.05,Belleza
Cliente_3826,Daniela Ibarra,Aceite,180783.8,3,Santa Marta,Vendedor_162,Yolanda Salazar,2023-04-03T13:42,Cerrado,542351.4,30550.47,Alimentos
Cliente_4703,Yolanda Pérez,Muñeco,414239.92,3,Bucaramanga,Vendedor_169,Alejandro Castaño,2023-04-11T01:22,Cerrado,1242719.76,87512.52,Juguetes
Cliente_0753,Valeria Gaviria,Tablet,1406280.03,5,Medellín,Vendedor_071,Noelia Ortega,2025-02-03T00:21,Cerrado,7031400.15,348786.18,Tecnología
Cliente_4057,Hugo Sánchez,Rompecabezas,341735.28,2,Medellín,Vendedor_148,Hugo Guerrero,2024-08-12T09:53,Abierto,683470.56,40617.02,Juguetes
Cliente_3306,Verónica Torres,Concentrado,297984.02,2,Cartagena,Vendedor_067,Nicolás Torres,2025-03-14T23:29,Cerrado,595968.04,27745.08,Mascotas
Cliente_1842,Sara Guerrero,Algodón,470880.35,1,Bogotá,Vendedor_158,Valeria Ibarra,2022-11-02T03:43,Cerrado,470880.35,23769.45,Salud
Cliente_2129,Yolanda Bedoya,Vitaminas,187478.05,3,Medellín,Vendedor_192,Hugo Arango,2022-04-14T19:00,Cerrado,562434.15,21018.11,Salud
Cliente_3858,Carolina Cortés,Cortinas,529341.68,4,Cali,Vendedor_162,Yolanda Salazar,2023-01-26T16:27,Cerrado,2117366.72,142033.34,Hogar
Cliente_0701,Álvaro López,Carritos,394613.21,2,Cartagena,Vendedor_146,Laura Rodríguez,2023-09-20T17:10,Abierto,789226.42,34737.18,Juguetes
Cliente_2530,Sergio Pérez,Perfume,97970.74,4,Bucaramanga,Vendedor_075,Simón Ramírez,2022-08-19T17:21,Cerrado,391882.96,17668.65,Belleza
Cliente_3611,Jorge Ortega,Carritos,394613.21,5,Cartagena,Vendedor_022,Jorge Ibarra,2023-03-25T09:10,Cancelado,1973066.05,94133.89,Juguetes
Cliente_2696,David Ramírez,Vitaminas,183220.32,1,Cartagena,Vendedor_102,Mónica Castro,2021-09-24T19:49,Cerrado,183220.32,9455.32,Salud
Cliente_2240,Andrés Martínez,Maquillaje,528406.72,3,Santa Marta,Vendedor_026,Noelia Molina,2023-10-30T05:39,Abierto,1585220.16,93223.94,Belleza
Cliente_2604,Álvaro Castaño,Bicicleta,874156.93,4,Cali,Vendedor_102,Mónica Castro,2024-06-16T00:21,Cerrado,3496627.72,224274.86,Deportes
Cliente_2558,Andrés Cortés,Mesa,1230978.74,1,Bucaramanga,Vendedor_174,Verónica Martínez,2023-07-22T00:19,En Proceso,1230978.74,78517.33,Hogar
Cliente_4019,Alejandro Méndez,Cortinas,554687.52,1,Pereira,Vendedor_023,Jorge Moreno,2025-03-24T12:26,Cerrado,554687.52,28391.15,Hogar
Cliente_4105,Juan Martínez,Proteína,951382.21,2,Cali,Vendedor_181,Valeria Gómez,2025-10-27T08:35,Cerrado,1902764.42,102929.15,Deportes
Cliente_4593,David Gómez,Algodón,508157.89,1,Medellín,Vendedor_120,Andrés López,2025-05-21T02:06,Cancelado,508157.89,18809.99,Salud
Cliente_0361,Mónica Ibarra,Maquillaje,501871.98,2,Bogotá,Vendedor_010,Yolanda Sánchez,2021-06-14T09:14,Abierto,1003743.96,56285.25,Belleza
Cliente_1598,Camila Pérez,Zapatos,502995.07,1,Barranquilla,Vendedor_145,Lorena Vargas,2025-04-07T06:13,Cerrado,502995.07,37147.61,Ropa
Cliente_4384,Daniela Ortega,Arroz,79511.55,5,Cali,Vendedor_001,Lorena Henao,2022-08-13T23:45,Cerrado,397557.75,21079.5,Alimentos
Cliente_3210,Felipe Castro,Maquillaje,528406.72,3,Medellín,Vendedor_123,Laura Gaviria,2023-03-10T18:05,Cerrado,1585220.16,121904.51,Belleza
Cliente_1885,Laura Zapata,Pala,509283.39,2,Cali,Vendedor_102,Mónica Castro,2022-12-30T09:04,Cancelado,1018566.78,38490.8,Jardín
Cliente_3143,David Naranjo,Carritos,387982.39,4,Pereira,Vendedor_150,Viviana Ospina,2022-05-18T05:29,Cerrado,1551929.56,103739.47,Juguetes
Cliente_2316,Laura Gómez,Juguete,303200.78,1,Cúcuta,Vendedor_076,Felipe Méndez,2025-03-31T22:36,Cerrado,303200.78,19829.16,Mascotas
Cliente_4438,Juan Henao,Manguera,517614.32,3,Cartagena,Vendedor_024,Alejandro Méndez,2024-02-02T20:22,Cerrado,1552842.96,99500.66,Jardín
Cliente_2791,Yolanda Rojas,Muñeco,433765.86,4,Bogotá,Vendedor_078,Fernando Sánchez,2025-09-06T14:21,En Proceso,1735063.44,109556.87,Juguetes
Cliente_2237,Noelia Sánchez,Zapatos,502995.07,5,Manizales,Vendedor_153,Fernando Gómez,2025-08-15T22:02,Cerrado,2514975.35,78254.5,Ropa
Cliente_3118,Mónica Ibarra,Muñeco,414239.92,2,Medellín,Vendedor_191,Viviana Ospina,2023-01-13T03:18,Cerrado,828479.84,55596.06,Juguetes
Cliente_0951,Fernando Vargas,Pesas,1072702.75,3,Bogotá,Vendedor_042,Juan Mejía,2024-07-09T10:12,En Proceso,3218108.25,176945.15,Deportes
Cliente_3854,Hugo Naranjo,Silla,1754758.25,4,Cartagena,Vendedor_071,Noelia Ortega,2023-06-08T04:19,Cerrado,7019033.0,394535.0,Hogar
Cliente_1016,Óscar Ospina,Pantalón,394284.39,4,Bucaramanga,Vendedor_176,Camila Ramírez,2023-05-25T21:24,Abierto,1577137.56,51325.78,Ropa
Cliente_0119,Sofía Castaño,Sofá,148981.62,1,Barranquilla,Vendedor_063,Alejandro Vargas,2024-07-31T16:22,Abierto,148981.62,5872.71,Hogar
Cliente_0257,Daniela Rojas,Mesa,1250387.05,5,Santa Marta,Vendedor_049,Yolanda Salazar,2024-05-02T19:31,Cerrado,6251935.25,472335.87,Hogar
Cliente_0331,Camila Salazar,Algodón,508157.89,2,Bogotá,Vendedor_167,Juan López,2025-05-31T23:12,Abierto,1016315.78,46523.29,Salud
Cliente_0504,Andrés Vargas,Arena,90560.84,2,Bogotá,Vendedor_099,Juan Arango,2024-09-27T20:19,En Proceso,181121.68,9000.66,Mascotas
Cliente_0254,Sara Bedoya,Aceite,185113.09,1,Cartagena,Vendedor_117,Verónica Salazar,2024-01-05T22:42,Cerrado,185113.09,7304.6,Alimentos
Cliente_1507,Álvaro Zapata,Alcohol,73653.96,1,Bucaramanga,Vendedor_098,Álvaro Torres,2025-06-14T06:25,Cerrado,73653.96,4537.79,Salud
Cliente_4804,Vanessa Guerrero,Televisor,574022.89,2,Cúcuta,Vendedor_121,Nicolás Castaño,2021-07-01T00:22,Cancelado,1148045.78,76959.3,Tecnología
Cliente_0513,David Henao,Atún,141191.72,1,Bogotá,Vendedor_054,Álvaro Castaño,2024-09-11T08:46,Cerrado,141191.72,10739.48,Alimentos
Cliente_3381,Lorena Gaviria,Juguete,290996.02,4,Bucaramanga,Vendedor_147,Hugo Castro,2022-11-25T13:21,Cerrado,1163984.08,67631.18,Mascotas
Cliente_4356,Mónica Castro,Bicicleta,864409.55,3,Medellín,Vendedor_073,Mónica Guerrero,2023-02-05T21:08,Cerrado,2593228.65,113535.53,Deportes
Cliente_4047,Ana Vargas,Arena,90560.84,2,Bogotá,Vendedor_105,Mónica Martínez,2024-10-14T00:01,Cancelado,181121.68,6076.3,Mascotas
Cliente_1811,Simón Molina,Algodón,470880.35,3,Bucaramanga,Vendedor_038,Ana Cortés,2022-04-29T17:40,Abierto,1412641.05,61175.09,Salud
Cliente_0264,Valeria Martínez,Tablet,1406280.03,4,Manizales,Vendedor_003,Yolanda Cortés,2025-04-12T06:15,En Proceso,5625120.12,342672.35,Tecnología
Cliente_1843,Óscar Martínez,Tablet,1356534.14,1,Medellín,Vendedor_115,Jorge Rojas,2023-06-03T18:58,Cerrado,1356534.14,106766.26,Tecnología
Cliente_3008,Mónica Mejía,Muñeco,404809.08,2,Cúcuta,Vendedor_028,Camila López,2022-09-10T00:48,En Proceso,809618.16,27494.54,Juguetes
Cliente_3788,Lorena Arango,Crema,463913.58,5,Cartagena,Vendedor_183,Ana Martínez,2022-08-04T05:14,Cerrado,2319567.9,114629.15,Belleza
Cliente_0710,Mónica Naranjo,Perfume,99174.86,1,Bucaramanga,Vendedor_192,Hugo Arango,2023-01-15T04:33,Abierto,99174.86,6283.9,Belleza
Cliente_1507,Álvaro Zapata,Camisa,727883.54,5,Santa Marta,Vendedor_064,Daniela Henao,2025-07-25T19:23,Abierto,3639417.7,213737.71,Ropa
Cliente_3008,Mónica Mejía,Zapatos,454485.08,5,Barranquilla,Vendedor_058,Valeria Castaño,2021-07-01T11:22,Cerrado,2272425.4,142218.9,Ropa
Cliente_3576,Yolanda Molina,Abono,564652.6,2,Cali,Vendedor_102,Mónica Castro,2023-06-18T02:00,Cerrado,1129305.2,60034.34,Jardín
Cliente_1555,Hugo Bedoya,Maquillaje,556344.4,2,Manizales,Vendedor_041,Viviana Bedoya,2025-01-16T06:54,Cerrado,1112688.8,48237.1,Belleza
Cliente_4113,Vanessa Moreno,Sofá,146241.88,2,Medellín,Vendedor_173,Hugo Zapata,2023-04-15T14:17,Cerrado,292483.76,15834.37,Hogar
Cliente_4010,Carolina Rodríguez,Pala,522328.47,3,Cúcuta,Vendedor_021,Daniela Ospina,2023-09-28T17:16,Abierto,1566985.41,76902.64,Jardín
Cliente_1801,Lorena Salazar,Manguera,501195.83,2,Cúcuta,Vendedor_091,Camila Salazar,2022-09-08T14:39,Cerrado,1002391.66,65621.45,Jardín
Cliente_2681,Mónica Mejía,Lámpara,1339598.16,4,Santa Marta,Vendedor_038,Ana Cortés,2021-08-29T19:47,Abierto,5358392.64,206733.44,Hogar
Cliente_2390,Nicolás Cortés,Balón,712004.39,2,Bucaramanga,Vendedor_167,Juan López,2024-02-05T11:19,Cerrado,1424008.78,78046.21,Deportes
Cliente_3345,Noelia Bedoya,Juguete,303200.78,5,Pereira,Vendedor_029,Felipe Méndez,2025-06-15T11:32,Cerrado,1516003.9,118177.25,Mascotas
Cliente_1612,Sergio Rodríguez,Abono,564652.6,5,Cúcuta,Vendedor_090,Valeria Ramírez,2023-07-09T10:48,Abierto,2823263.0,159767.6,Jardín
Cliente_1648,Juan Quintero,Sofá,146241.88,3,Medellín,Vendedor_167,Juan López,2023-02-03T20:12,Cerrado,438725.64,18365.26,Hogar
Cliente_2116,Noelia Cortés,Celular,4862280.71,3,Barranquilla,Vendedor_089,Luis Mejía,2021-08-17T03:48,En Proceso,14586842.13,1120160.29,Tecnología
Cliente_1080,David Castro,Perfume,101627.68,1,Bucaramanga,Vendedor_037,Simón Moreno,2025-07-29T06:44,En Proceso,101627.68,4289.49,Belleza
Cliente_2904,Óscar Gaviria,Chaqueta,662722.95,1,Pereira,Vendedor_032,Fernando Martínez,2025-03-17T18:13,Cerrado,662722.95,44772.9,Ropa
Cliente_4791,David Mejía,Muñeco,433765.86,3,Pereira,Vendedor_121,Nicolás Castaño,2025-05-14T15:37,Cerrado,1301297.58,46165.57,Juguetes
Cliente_1749,Laura Henao,Perfume,97970.74,3,Santa Marta,Vendedor_025,Valeria Guerrero,2022-09-27T17:37,Cerrado,293912.22,21339.34,Belleza
Cliente_4305,Sofía Rodríguez,Rompecabezas,341735.28,2,Bucaramanga,Vendedor_072,Verónica Moreno,2024-01-11T12:41,Abierto,683470.56,26674.99,Juguetes
Cliente_2321,Laura Rojas,Aceite,180783.8,1,Medellín,Vendedor_123,Laura Gaviria,2023-02-04T19:10,Cerrado,180783.8,8986.58,Alimentos
Cliente_0829,Sergio Gómez,Pantalón,386033.01,5,Medellín,Vendedor_076,Felipe Méndez,2022-02-19T20:43,En Proceso,1930165.05,151095.28,Ropa
Cliente_2482,Noelia Ibarra,Mesa,1193061.22,3,Cúcuta,Vendedor_166,Yolanda Rodríguez,2021-12-30T14:51,En Proceso,3579183.66,211063.52,Hogar
Cliente_2498,Sara Castro,Perfume,97970.74,3,Bucaramanga,Vendedor_138,David Castro,2022-11-10T15:37,Cerrado,293912.22,12696.95,Belleza
Cliente_0123,Valeria Torres,Cortinas,529341.68,3,Pereira,Vendedor_028,Camila López,2023-09-06T09:47,Abierto,1588025.04,47690.55,Hogar
Cliente_2397,Jorge Moreno,Zapatos,454485.08,3,Cartagena,Vendedor_164,Jorge Rodríguez,2021-08-04T16:47,Cerrado,1363455.24,41366.5,Ropa
Cliente_0819,Mónica Bedoya,Bicicleta,874156.93,4,Cúcuta,Vendedor_183,Ana Martínez,2024-05-26T05:36,Cerrado,3496627.72,152905.38,Deportes
Cliente_3973,Nicolás Castaño,Sofá,146241.88,4,Cali,Vendedor_041,Viviana Bedoya,2023-03-21T07:52,Cerrado,584967.52,32958.67,Hogar
Cliente_2707,Ana Ortega,Celular,5427251.96,3,Medellín,Vendedor_072,Verónica Moreno,2025-04-07T21:36,Abierto,16281755.88,883196.74,Tecnología
Cliente_1521,Ana Moreno,Crema,463913.58,1,Manizales,Vendedor_080,Nicolás Caro,2022-05-08T21:45,Cerrado,463913.58,35301.08,Belleza
Cliente_0014,Nicolás Ortega,Rompecabezas,321011.98,5,Bucaramanga,Vendedor_086,Nicolás Moreno,2021-04-02T05:48,Cancelado,1605059.9,109472.64,Juguetes
Cliente_2855,Juan Gaviria,Sofá,143552.52,2,Cúcuta,Vendedor_093,Sofía Rodríguez,2022-07-06T17:08,Cerrado,287105.04,21887.96,Hogar
Cliente_3521,David Zapata,Pantalón,411320.06,1,Medellín,Vendedor_179,Nicolás Ramírez,2025-09-17T20:25,Abierto,411320.06,22864.83,Ropa
Cliente_2121,Sofía Ortega,Galletas,69729.1,1,Cali,Vendedor_131,Ana Ramírez,2022-07-24T07:00,En Proceso,69729.1,3649.16,Alimentos
Cliente_4528,Valeria Cortés,Alcohol,71542.56,4,Santa Marta,Vendedor_180,Felipe Ramírez,2024-05-29T08:23,Abierto,286170.24,16684.99,Salud
Cliente_0982,Hugo Molina,Zapatos,502995.07,2,Cúcuta,Vendedor_071,Noelia Ortega,2025-01-30T22:34,Cerrado,1005990.14,48898.47,Ropa
Cliente_3773,Álvaro Mejía,Carritos,387982.39,1,Bogotá,Vendedor_105,Mónica Martínez,2022-05-18T15:21,Cerrado,387982.39,15729.03,Juguetes
Cliente_2479,Valeria Vargas,Leche,52785.43,5,Cúcuta,Vendedor_022,Jorge Ibarra,2024-02-11T02:39,Cerrado,263927.15,18958.69,Alimentos
Cliente_1571,Laura Quintero,Celular,4862280.71,2,Bogotá,Vendedor_056,Hugo Martínez,2021-12-28T12:16,Cerrado,9724561.42,622630.4,Tecnología
Cliente_1441,Carolina Bedoya,Perfume,97970.74,5,Medellín,Vendedor_117,Verónica Salazar,2022-10-03T09:08,En Proceso,489853.7,22671.85,Belleza
Cliente_2250,Ana Guerrero,Pala,509283.39,5,Cúcuta,Vendedor_035,Jorge Caro,2022-06-08T11:36,Cerrado,2546416.95,133213.41,Jardín
Cliente_0403,Daniela Castro,Rompecabezas,341735.28,1,Medellín,Vendedor_193,Laura Quintero,2024-04-03T18:46,Cerrado,341735.28,14104.23,Juguetes
Cliente_3254,Felipe Castro,Vitaminas,200854.16,4,Barranquilla,Vendedor_055,Óscar Ospina,2025-03-29T06:47,Abierto,803416.64,46712.21,Salud
Cliente_2045,Alejandro Cortés,Alcohol,67499.61,4,Medellín,Vendedor_033,Mónica Molina,2022-03-23T05:06,Cerrado,269998.44,12937.76,Salud
Cliente_3403,Mónica Ortega,Pala,509283.39,1,Cartagena,Vendedor_157,Mónica Naranjo,2022-05-31T04:16,Cancelado,509283.39,37574.3,Jardín
Cliente_2577,Carolina Molina,Proteína,927906.2,2,Bogotá,Vendedor_019,Laura López,2024-12-22T10:15,Cerrado,1855812.4,104701.5,Deportes
Cliente_4888,Felipe Gómez,Camisa,696020.52,3,Cali,Vendedor_065,Felipe Gómez,2023-03-30T06:25,Cerrado,2088061.56,105627.79,Ropa
Cliente_0414,Sergio Bedoya,Mesa,1230978.74,1,Barranquilla,Vendedor_040,Hugo Molina,2023-06-27T02:18,Abierto,1230978.74,83067.66,Hogar
Cliente_2465,Camila Méndez,Zapatos,490402.53,4,Pereira,Vendedor_139,Daniela López,2024-06-01T17:52,Cerrado,1961610.12,147621.1,Ropa
Cliente_2682,Alejandro Ibarra,Pesas,1012552.35,2,Bucaramanga,Vendedor_169,Alejandro Castaño,2021-09-01T06:01,En Proceso,2025104.7,143521.1,Deportes
Cliente_1248,Óscar Arango,Televisor,610755.41,5,Medellín,Vendedor_040,Hugo Molina,2025-03-22T16:16,Cerrado,3053777.05,167181.63,Tecnología
Cliente_3362,Óscar Rodríguez,Aceite,176555.75,5,Bucaramanga,Vendedor_084,Yolanda Moreno,2022-10-08T17:10,Cerrado,882778.75,42216.39,Alimentos
Cliente_1811,Simón Molina,Crema,491545.12,4,Bucaramanga,Vendedor_096,Felipe Moreno,2024-03-10T08:29,Cerrado,1966180.48,124078.7,Belleza
Cliente_3818,Jorge Vargas,Proteína,905009.48,1,Barranquilla,Vendedor_139,Daniela López,2023-02-04T02:20,Cerrado,905009.48,64113.95,Deportes
Cliente_4613,Laura Rojas,Muñeco,423890.47,1,Cartagena,Vendedor_071,Noelia Ortega,2024-08-24T11:55,Cerrado,423890.47,33458.51,Juguetes
Cliente_4269,David Quintero,Camisa,696020.52,1,Barranquilla,Vendedor_105,Mónica Martínez,2023-12-18T06:42,Cerrado,696020.52,36793.43,Ropa
Cliente_3164,Daniela Ramírez,Carritos,381462.99,3,Barranquilla,Vendedor_101,Fernando Rojas,2021-11-03T10:36,Cerrado,1144388.97,72568.0,Juguetes
Cliente_3590,Ana Ramírez,Pala,496564.11,4,Manizales,Vendedor_003,Yolanda Cortés,2021-11-29T02:36,En Proceso,1986256.44,88696.6,Jardín
Cliente_4322,Daniela Pérez,Laptop,983819.47,1,Cali,Vendedor_114,Ana Arango,2025-04-01T06:10,Cerrado,983819.47,33816.99,Tecnología
Cliente_4904,Andrés Naranjo,Aceite,180783.8,4,Barranquilla,Vendedor_114,Ana Arango,2023-07-08T15:51,Abierto,723135.2,30843.8,Alimentos
Cliente_3621,Sergio Gómez,Juguete,290996.02,1,Medellín,Vendedor_199,Sergio Arango,2022-05-03T11:18,Cerrado,290996.02,8940.71,Mascotas
Cliente_4565,Yolanda Rojas,Perfume,96781.24,2,Pereira,Vendedor_103,Jorge Caro,2021-09-11T06:43,Cancelado,193562.48,10737.18,Belleza
Cliente_4828,Yolanda Rodríguez,Proteína,860897.08,3,Manizales,Vendedor_180,Felipe Ramírez,2021-08-15T23:20,Cerrado,2582691.24,125668.09,Deportes
Cliente_0880,Camila Caro,Crema,505972.06,5,Pereira,Vendedor_070,Viviana Moreno,2025-06-15T09:20,Cerrado,2529860.3,161692.83,Belleza
Cliente_2507,Carolina Gómez,Carritos,408216.76,4,Medellín,Vendedor_140,David Bedoya,2025-09-22T23:59,Cerrado,1632867.04,99222.31,Juguetes
Cliente_1788,Yolanda Méndez,Bicicleta,854770.85,3,Bucaramanga,Vendedor_181,Valeria Gómez,2022-11-27T16:59,Cerrado,2564312.55,98452.48,Deportes
Cliente_4750,Alejandro López,Tablet,1308547.96,1,Cali,Vendedor_031,Camila Cortés,2021-12-23T11:59,Cerrado,1308547.96,83342.83,Tecnología
Cliente_3721,Nicolás Quintero,Pesas,1052265.73,2,Manizales,Vendedor_114,Ana Arango,2023-01-11T13:54,Cerrado,2104531.46,82855.43,Deportes
Cliente_4430,Yolanda Martínez,Rompecabezas,321011.98,4,Barranquilla,Vendedor_184,Valeria Bedoya,2021-08-30T14:24,Cancelado,1284047.92,38903.64,Juguetes
Cliente_1748,Alejandro Bedoya,Juguete,295008.69,1,Bucaramanga,Vendedor_112,Hugo Ortega,2023-08-30T19:01,Cerrado,295008.69,23161.02,Mascotas
Cliente_4216,David Ortega,Algodón,495415.18,4,Bucaramanga,Vendedor_179,Nicolás Ramírez,2024-01-12T19:19,En Proceso,1981660.72,62123.58,Salud
Cliente_0407,Luis Martínez,Muñeco,433765.86,4,Manizales,Vendedor_084,Yolanda Moreno,2025-10-08T23:44,Cerrado,1735063.44,81699.72,Juguetes
Cliente_4696,Viviana Molina,Silla,1726989.97,4,Manizales,Vendedor_178,Mónica Rojas,2022-07-18T18:00,Cerrado,6907959.88,427433.9,Hogar
Cliente_1150,David Salazar,Leche,49247.32,2,Cúcuta,Vendedor_126,Sofía Torres,2021-12-16T17:35,Cerrado,98494.64,4778.83,Alimentos
Cliente_2628,Vanessa Gómez,Monitor,3507728.87,2,Bucaramanga,Vendedor_096,Felipe Moreno,2021-08-24T18:16,Cerrado,7015457.74,344181.57,Tecnología
Cliente_3582,Nicolás Gómez,Mouse,1252146.76,1,Cúcuta,Vendedor_043,Yolanda Mejía,2022-10-29T20:05,Cancelado,1252146.76,82812.45,Tecnología
Cliente_3715,Jorge Henao,Vitaminas,191834.73,2,Cúcuta,Vendedor_035,Jorge Caro,2023-11-29T18:46,Cerrado,383669.46,23061.49,Salud
Cliente_1062,Alejandro Guerrero,Carritos,381462.99,3,Cartagena,Vendedor_058,Valeria Castaño,2021-04-28T19:16,Cancelado,1144388.97,63992.94,Juguetes
Cliente_2777,Valeria Méndez,Cortinas,541866.43,1,Pereira,Vendedor_151,Juan Caro,2024-09-03T21:15,Cerrado,541866.43,40269.26,Hogar
Cliente_2653,Sergio Castro,Juguete,295008.69,3,Santa Marta,Vendedor_094,Noelia Henao,2023-03-25T11:16,Cerrado,885026.07,31334.95,Mascotas
Cliente_3882,Simón Molina,Perfume,100393.78,2,Cúcuta,Vendedor_078,Fernando Sánchez,2024-11-03T08:59,Cerrado,200787.56,10739.8,Belleza
Cliente_1605,Alejandro Pérez,Laptop,946518.14,3,Cali,Vendedor_094,Noelia Henao,2023-03-31T15:45,Abierto,2839554.42,119128.78,Tecnología
Cliente_3819,Noelia López,Muñeco,395592.94,2,Manizales,Vendedor_069,Sebastián Rodríguez,2021-10-02T22:42,Cerrado,791185.88,25191.67,Juguetes
Cliente_3082,Noelia Torres,Vitaminas,183220.32,5,Bucaramanga,Vendedor_162,Yolanda Salazar,2021-02-07T22:41,En Proceso,916101.6,72327.77,Salud
